name,desc,star,fork,created_at,updated_at,lang
felixrieseberg/windows95,"💩🚀 Windows 95 in Electron. Runs on macOS, Linux, and Windows.",22066,1372,2018-08-23T05:04:38Z,2024-01-30T04:53:51Z,TypeScript
BabylonJS/Babylon.js,"Babylon.js is a powerful, beautiful, simple, and open game and rendering engine packed into a friendly JavaScript framework.",21981,3320,2013-06-27T20:40:42Z,2024-01-30T03:47:01Z,TypeScript
Redocly/redoc,📘  OpenAPI/Swagger-generated API Reference Documentation,21917,2273,2015-10-30T12:53:02Z,2024-01-30T03:18:15Z,TypeScript
badges/shields,"Concise, consistent, and legible badges in SVG and raster format",21875,5484,2013-01-30T07:41:54Z,2024-01-30T01:55:46Z,JavaScript
recharts/recharts,Redefined chart library built with React and D3,21859,1646,2015-08-07T06:50:27Z,2024-01-30T02:20:06Z,TypeScript
jquense/yup,Dead simple Object schema validation,21810,922,2014-09-22T23:54:22Z,2024-01-30T01:43:52Z,TypeScript
winstonjs/winston,A logger for just about everything.,21693,1835,2010-12-29T18:49:51Z,2024-01-30T00:50:32Z,JavaScript
heyxyz/hey,Hey is a decentralized and permissionless social media app built with Lens Protocol 🌿,21685,1552,2022-03-19T15:01:46Z,2024-01-30T04:04:45Z,TypeScript
chenglou/react-motion,A spring that solves your animation problems.,21627,1223,2015-06-11T07:38:23Z,2024-01-30T02:38:21Z,JavaScript
philc/vimium,The hacker's browser.,21557,2425,2009-09-20T07:08:19Z,2024-01-30T05:02:24Z,JavaScript
medusajs/medusa,Building blocks for digital commerce,21495,1961,2020-01-18T13:39:04Z,2024-01-30T04:08:18Z,TypeScript
pugjs/pug,"Pug – robust, elegant, feature rich template engine for Node.js",21452,2004,2010-06-23T01:05:42Z,2024-01-30T02:07:42Z,JavaScript
responsively-org/responsively-app,A modified web browser that helps in responsive web development. A web developer's must have dev-tool.,21442,1114,2019-08-10T02:48:18Z,2024-01-29T22:26:51Z,JavaScript
postcss/autoprefixer, Parse CSS and add vendor prefixes to rules by Can I Use,21341,1340,2013-03-14T05:04:51Z,2024-01-30T04:53:44Z,JavaScript
vbenjs/vue-vben-admin,"A modern vue admin. It is based on Vue3, vite and TypeScript. It's fast！",21230,5896,2020-07-11T02:29:21Z,2024-01-30T03:38:32Z,TypeScript
necolas/react-native-web,Cross-platform React UI packages,21198,1820,2015-06-09T19:25:38Z,2024-01-30T00:34:42Z,JavaScript
framer/motion,"Open source, production-ready animation and gesture library for React",21140,691,2018-11-16T09:48:38Z,2024-01-30T05:35:11Z,TypeScript
jhipster/generator-jhipster,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.",21106,4063,2013-10-21T20:07:22Z,2024-01-29T18:23:45Z,TypeScript
benweet/stackedit,In-browser Markdown editor,21083,2743,2013-03-24T13:46:06Z,2024-01-29T19:29:55Z,JavaScript
nextauthjs/next-auth,Authentication for the Web.,20998,2663,2018-01-27T12:28:16Z,2024-01-30T05:48:10Z,TypeScript
paularmstrong/normalizr,Normalizes nested JSON according to a schema,20987,912,2014-08-20T08:41:38Z,2024-01-29T15:19:54Z,JavaScript
jitsi/jitsi-meet,"Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application.",20972,6427,2013-12-16T12:51:09Z,2024-01-30T01:48:55Z,TypeScript
mifi/lossless-cut,The swiss army knife of lossless video/audio editing,20951,1117,2016-10-30T10:49:56Z,2024-01-30T03:09:52Z,JavaScript
nrwl/nx,Smart Monorepos · Fast CI,20914,2122,2017-08-11T18:50:23Z,2024-01-30T05:46:56Z,TypeScript
websockets/ws,"Simple to use, blazing fast and thoroughly tested WebSocket client and server for Node.js",20738,2352,2011-11-09T22:32:45Z,2024-01-30T04:54:26Z,JavaScript
avajs/ava,Node.js test runner that lets you develop with confidence 🚀,20559,1488,2014-11-18T17:20:26Z,2024-01-30T01:57:06Z,JavaScript
parse-community/parse-server,Parse Server for Node.js / Express,20535,4802,2016-01-28T18:29:14Z,2024-01-30T03:15:49Z,JavaScript
invoke-ai/InvokeAI,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",20467,2174,2022-08-17T01:04:27Z,2024-01-30T05:05:08Z,TypeScript
hapijs/joi,The most powerful data validation library for JS,20459,1551,2012-09-16T16:38:06Z,2024-01-29T20:57:04Z,JavaScript
fingerprintjs/fingerprintjs,"Browser fingerprinting library. Accuracy of this version is 40-60%, accuracy of the commercial Fingerprint Identification is 99.5%. V4 of this library is BSL licensed.",20459,2228,2015-02-11T08:49:54Z,2024-01-30T03:15:31Z,TypeScript
petkaantonov/bluebird,:bird: :zap: Bluebird is a full featured promise library with unmatched performance.,20403,2422,2013-09-07T19:39:57Z,2024-01-30T03:06:26Z,JavaScript
GoogleChromeLabs/squoosh,"Make images smaller using best-in-class codecs, right in the browser.",20368,1430,2018-03-07T22:42:03Z,2024-01-30T03:34:24Z,TypeScript
refinedev/refine,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",20293,1531,2021-01-20T12:01:32Z,2024-01-30T05:35:30Z,TypeScript
the1812/Bilibili-Evolved,强大的哔哩哔哩增强脚本,20292,1548,2018-07-16T07:48:06Z,2024-01-30T01:11:17Z,TypeScript
palantir/blueprint,A React-based UI toolkit for the web,20267,2167,2016-10-25T21:17:50Z,2024-01-30T01:00:59Z,TypeScript
react-dnd/react-dnd,Drag and Drop for React,20198,1977,2014-10-19T13:29:28Z,2024-01-30T03:56:34Z,TypeScript
pubkey/rxdb,"A fast, local first, reactive Database for JavaScript Applications https://rxdb.info/",20170,1142,2016-12-02T19:34:42Z,2024-01-30T01:28:11Z,TypeScript
kamranahmedse/driver.js,"A light-weight, no-dependency, vanilla JavaScript engine to drive the user's focus across the page",20142,970,2018-03-11T19:52:13Z,2024-01-30T03:02:23Z,TypeScript
tailwindlabs/heroicons,A set of free MIT-licensed high-quality SVG icons for UI development.,20129,1244,2020-02-24T14:16:00Z,2024-01-30T04:27:57Z,JavaScript
svg/svgo,⚙️ Node.js tool for optimizing SVG files,20096,1406,2012-08-22T10:41:43Z,2024-01-30T05:18:42Z,JavaScript
enzymejs/enzyme,JavaScript Testing utilities for React,19992,2140,2015-11-10T21:45:38Z,2024-01-29T15:20:00Z,JavaScript
GeekyAnts/NativeBase,"Mobile-first, accessible components for React Native & Web to build consistent UI across Android, iOS and Web.",19879,2433,2016-04-15T11:37:23Z,2024-01-30T01:42:43Z,TypeScript
FlowiseAI/Flowise,Drag & drop UI to build your customized LLM flow,19867,10034,2023-03-31T12:23:09Z,2024-01-30T05:48:20Z,TypeScript
Budibase/budibase,"Low code platform for creating internal tools, workflows, and admin panels in minutes. Supports PostgreSQL, MySQL, MSSQL, MongoDB, Rest API, Docker, K8s, and more 🚀. Budibase, the low code platform you'll enjoy using ⚡  ",19846,1307,2019-06-07T11:03:41Z,2024-01-30T01:25:05Z,TypeScript
graphql/graphql-js,A reference implementation of GraphQL for JavaScript,19829,2226,2015-06-30T12:16:50Z,2024-01-29T03:38:18Z,TypeScript
Popmotion/popmotion,Simple animation libraries for delightful user interfaces,19718,711,2014-08-17T16:23:07Z,2024-01-29T13:12:24Z,JavaScript
BuilderIO/qwik,"Instant-loading web apps, without effort",19709,1184,2021-05-19T15:33:32Z,2024-01-30T03:51:40Z,TypeScript
jsdom/jsdom,"A JavaScript implementation of various web standards, for use with Node.js",19647,1685,2010-01-19T06:55:19Z,2024-01-30T02:10:02Z,JavaScript
FredKSchott/snowpack,"ESM-powered frontend build tool. Instant, lightweight, unbundled development. ✌️",19558,942,2019-02-26T15:45:38Z,2024-01-28T22:28:51Z,JavaScript
SortableJS/Vue.Draggable,Vue drag-and-drop component based on Sortable.js,19553,2907,2016-06-28T02:50:19Z,2024-01-30T01:41:47Z,JavaScript
Reactive-Extensions/RxJS,The Reactive Extensions for JavaScript,19516,2208,2012-01-07T00:31:41Z,2024-01-28T22:56:24Z,JavaScript
segment-boneyard/nightmare,A high-level browser automation library.,19490,1165,2014-04-05T22:19:51Z,2024-01-29T14:51:07Z,JavaScript
GrapesJS/grapesjs,Free and Open source Web Builder Framework. Next generation tool for building templates without coding,19483,3709,2016-01-22T00:23:19Z,2024-01-30T04:58:07Z,TypeScript
xyflow/xyflow,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,19328,1284,2019-07-15T14:47:30Z,2024-01-30T05:43:41Z,TypeScript
semantic-release/semantic-release,:package::rocket: Fully automated version management and package publishing,19328,1780,2014-09-15T16:18:28Z,2024-01-30T00:35:27Z,JavaScript
facebookexperimental/Recoil,"Recoil is an experimental state management library for React apps. It provides several capabilities that are difficult to achieve with React alone, while being compatible with the newest features of React.",19316,1151,2020-05-04T19:44:15Z,2024-01-29T14:23:11Z,JavaScript
nuysoft/Mock,A simulation data generator,19297,2697,2013-04-26T08:06:57Z,2024-01-30T02:18:16Z,JavaScript
NaiboWang/EasySpider,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,19295,2298,2020-07-18T02:41:27Z,2024-01-30T05:15:17Z,JavaScript
railsware/upterm,A terminal emulator for the 21st century.,19290,648,2015-03-22T07:00:24Z,2024-01-27T17:57:11Z,TypeScript
apollographql/apollo-client,":rocket:  A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",19121,2649,2016-02-26T20:25:00Z,2024-01-29T04:59:58Z,TypeScript
elastic/kibana,Your window into the Elastic Stack,19080,8023,2013-01-26T04:00:59Z,2024-01-30T04:24:55Z,TypeScript
sst/sst,Build modern full-stack applications on AWS,19077,1582,2020-08-04T20:28:14Z,2024-01-30T03:48:57Z,TypeScript
zzzgydi/clash-verge,"A Clash GUI based on tauri. Supports Windows, macOS and Linux.",19074,2926,2021-12-04T06:31:50Z,2024-01-30T05:29:20Z,TypeScript
SBoudrias/Inquirer.js,A collection of common interactive command line user interfaces.,19046,1308,2013-05-17T01:41:36Z,2024-01-30T02:49:57Z,JavaScript
jorgebucaran/hyperapp,1kB-ish JavaScript framework for building hypertext applications,19022,872,2017-01-20T05:20:21Z,2024-01-29T19:26:08Z,JavaScript
vuejs/vue-router,🚦 The official router for Vue 2,19014,5161,2013-12-11T19:37:46Z,2024-01-29T13:57:16Z,JavaScript
wekan/wekan,"The Open Source kanban (built with Meteor). Keep variable/table/field names camelCase. For translations, only add Pull Request changes to wekan/i18n/en.i18n.json , other translations are done at https://app.transifex.com/wekan/ only.",18979,2818,2014-01-21T01:26:28Z,2024-01-30T05:34:37Z,JavaScript
reduxjs/reselect,Selector library for Redux,18970,713,2015-07-01T11:06:45Z,2024-01-29T15:21:04Z,TypeScript
react-grid-layout/react-grid-layout,"A draggable and resizable grid layout with responsive breakpoints, for React.",18970,2524,2014-12-27T14:28:40Z,2024-01-30T01:02:39Z,JavaScript
AmruthPillai/Reactive-Resume,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",18838,2025,2020-03-25T14:08:22Z,2024-01-30T04:23:58Z,TypeScript
desktop/desktop,Focus on what matters instead of fighting with Git.,18787,9954,2016-05-11T15:59:00Z,2024-01-30T05:39:34Z,TypeScript
rahuldkjain/github-profile-readme-generator,"🚀 Generate GitHub profile README easily with the latest add-ons like visitors count, GitHub stats, etc using minimal UI.",18765,5604,2020-07-15T11:20:48Z,2024-01-30T05:20:50Z,JavaScript
eggjs/egg,🥚 Born to build better enterprise frameworks and apps with Node.js & Koa,18742,1846,2016-06-18T06:53:23Z,2024-01-29T06:47:45Z,JavaScript
handsontable/handsontable,"JavaScript data grid with a spreadsheet look & feel. Works with React, Angular, and Vue. Supported by the Handsontable team ⚡",18738,2958,2011-05-23T22:38:58Z,2024-01-30T03:07:37Z,JavaScript
MagicMirrorOrg/MagicMirror,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",18712,4107,2014-02-19T15:48:09Z,2024-01-30T01:46:11Z,JavaScript
eclipse-theia/theia,Eclipse Theia is a cloud & desktop IDE framework implemented in TypeScript.,18690,2482,2017-02-24T14:42:05Z,2024-01-29T12:54:59Z,TypeScript
knex/knex,"A query builder for PostgreSQL, MySQL, CockroachDB, SQL Server, SQLite3 and Oracle, designed to be flexible, portable, and fun to use.",18440,2115,2012-12-29T05:18:25Z,2024-01-30T02:07:20Z,JavaScript
remotion-dev/remotion,🎥      Make videos programmatically with React,18413,892,2020-06-23T19:49:10Z,2024-01-29T21:09:30Z,TypeScript
umami-software/umami,"Umami is a simple, fast, privacy-focused alternative to Google Analytics.",18407,3440,2020-07-17T07:59:00Z,2024-01-30T04:18:54Z,TypeScript
airbnb/visx,🐯 visx | visualization components,18318,733,2017-03-15T16:25:41Z,2024-01-30T05:36:26Z,TypeScript
web3/web3.js,Collection of comprehensive TypeScript libraries for Interaction with the Ethereum JSON RPC API and utility functions.,18226,5081,2014-09-30T20:50:37Z,2024-01-30T01:52:42Z,TypeScript
darkreader/darkreader,Dark Reader Chrome and Firefox extension,18169,2316,2014-11-15T14:22:52Z,2024-01-30T01:21:34Z,TypeScript
mattermost/focalboard,"Focalboard is an open source, self-hosted alternative to Trello, Notion, and Asana.",18159,1550,2020-10-06T16:46:23Z,2024-01-30T04:28:35Z,TypeScript
basecamp/trix,A rich text editor for everyday writing,18129,1095,2013-08-01T22:21:30Z,2024-01-29T14:38:36Z,JavaScript
HelloZeroNet/ZeroNet,ZeroNet - Decentralized websites using Bitcoin crypto and BitTorrent network,18128,2395,2015-01-12T00:41:38Z,2024-01-30T00:50:51Z,JavaScript
mysqljs/mysql,A pure node.js JavaScript Client implementing the MySQL protocol.,18093,2625,2010-07-29T14:58:13Z,2024-01-30T03:17:26Z,JavaScript
node-red/node-red,Low-code programming for event-driven applications,18070,3276,2013-09-05T13:30:47Z,2024-01-29T04:19:16Z,JavaScript
nextui-org/nextui,"🚀   Beautiful, fast and modern React UI library.",18058,970,2021-04-22T13:06:23Z,2024-01-30T01:54:32Z,TypeScript
vueuse/vueuse,Collection of essential Vue Composition Utilities for Vue 2 and 3,18057,2269,2019-12-14T06:44:59Z,2024-01-30T03:33:27Z,TypeScript
greensock/GSAP,"GSAP (GreenSock Animation Platform), a JavaScript animation library for the modern web",18007,1734,2012-09-21T18:03:25Z,2024-01-30T01:12:03Z,JavaScript
tensorflow/tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,17934,1941,2018-03-05T05:41:02Z,2024-01-30T04:39:55Z,TypeScript
nosir/cleave.js,Format input text content when you are typing...,17925,1661,2016-05-18T12:45:03Z,2024-01-29T08:44:30Z,JavaScript
be5invis/Iosevka,"Versatile typeface for code, from code.",17896,564,2015-07-18T23:10:59Z,2024-01-30T03:21:58Z,JavaScript
alibaba/ice,🚀 ice.js: The Progressive App Framework Based On React（基于 React 的渐进式应用框架）,17738,2124,2016-11-03T06:59:15Z,2024-01-29T09:11:43Z,TypeScript
framework7io/framework7,Full featured HTML framework for building iOS & Android apps,17722,3330,2014-02-23T12:15:53Z,2024-01-30T02:34:24Z,JavaScript
amark/gun,An open source cybersecurity protocol for syncing decentralized graph data.,17636,1201,2014-07-31T15:52:10Z,2024-01-29T15:18:15Z,JavaScript
lllyasviel/style2paints,sketch + style = paints :art: (TOG2018/SIGGRAPH2018ASIA),17591,2134,2017-06-05T01:48:59Z,2024-01-29T21:15:37Z,JavaScript
handlebars-lang/handlebars.js,Minimal templating on steroids.,17586,2113,2010-07-31T18:54:46Z,2024-01-29T19:05:56Z,JavaScript
fullcalendar/fullcalendar,Full-sized drag & drop event calendar in JavaScript,17534,3608,2009-11-22T23:16:51Z,2024-01-30T05:35:22Z,TypeScript
appium/appium,Cross-platform automation framework for all kinds of your apps built on top of W3C WebDriver protocol,17489,5964,2013-01-09T22:49:50Z,2024-01-30T03:57:44Z,JavaScript
KaTeX/KaTeX,Fast math typesetting for the web.,17422,1192,2013-07-05T09:01:54Z,2024-01-29T15:36:56Z,JavaScript
facebookarchive/flux,Application Architecture for Building User Interfaces,17388,3548,2014-07-20T23:33:08Z,2024-01-29T13:56:58Z,JavaScript
simple-icons/simple-icons,SVG icons for popular brands,17384,2421,2012-11-16T11:09:13Z,2024-01-30T02:04:10Z,JavaScript
decaporg/decap-cms,A Git-based CMS for Static Site Generators,17329,3097,2015-01-20T05:47:47Z,2024-01-29T18:15:21Z,JavaScript
teambit/bit,A build system for development of composable software.,17308,965,2017-01-22T14:51:43Z,2024-01-30T04:59:11Z,TypeScript
microsoft/fluentui,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",17295,2628,2016-06-06T15:03:44Z,2024-01-30T01:03:09Z,TypeScript
Shopify/draggable,The JavaScript Drag & Drop library your grandparents warned you about.,17282,1154,2017-09-27T15:31:23Z,2024-01-30T05:08:53Z,JavaScript
ionic-team/ionicons,"Premium hand-crafted icons built by Ionic, for Ionic apps and web apps everywhere 🌎",17267,2082,2013-10-10T14:34:18Z,2024-01-28T02:48:43Z,TypeScript
julianshapiro/velocity,Accelerated JavaScript animation.,17261,1658,2014-04-09T20:02:38Z,2024-01-27T16:38:43Z,JavaScript
wulkano/Kap,An open-source screen recorder built with web technology,17221,855,2016-08-10T19:37:08Z,2024-01-29T20:56:04Z,TypeScript
OI-wiki/OI-wiki,:star2: Wiki of OI / ICPC for everyone. （某大型游戏线上攻略，内含炫酷算术魔法）,17196,3337,2018-07-11T03:28:14Z,2024-01-30T05:13:50Z,TypeScript
aFarkas/lazysizes,"High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration.",17193,1774,2014-10-11T21:03:26Z,2024-01-30T01:02:46Z,JavaScript
lobehub/lobe-chat,"🤖 Lobe Chat - an open-source, high-performance chatbot framework that supports speech synthesis, multimodal, and extensible Function Call plugin system. Supports one-click free deployment of your private ChatGPT/LLM web application.",17192,3423,2023-05-21T07:19:12Z,2024-01-30T05:39:18Z,TypeScript
modood/Administrative-divisions-of-China,中华人民共和国行政区划：省级（省份）、 地级（城市）、 县级（区县）、 乡级（乡镇街道）、 村级（村委会居委会） ，中国省市区镇村二级三级四级五级联动地址数据。,17182,6980,2016-10-08T08:59:27Z,2024-01-30T03:08:52Z,JavaScript
fanmingming/live,✯ 一个可直连访问的电视/广播图标库与相关工具项目 ✯ 🔕 永久免费 直连访问 完整开源 不断完善的台标 支持IPv4/IPv6双栈访问 🔕,17173,2606,2022-11-16T18:03:31Z,2024-01-30T05:43:05Z,JavaScript
sveltejs/kit,"web development, streamlined",17168,1735,2020-10-15T14:00:23Z,2024-01-30T05:27:53Z,JavaScript
nfl/react-helmet,A document head manager for React,17144,707,2015-06-18T00:07:34Z,2024-01-30T03:10:35Z,JavaScript
BoostIO/BoostNote-Legacy,This repository is outdated and new Boost Note app is available! We've launched a new Boost Note app which supports real-time collaborative writing. https://github.com/BoostIO/BoostNote-App,17112,1537,2016-03-06T17:06:07Z,2024-01-29T15:47:17Z,JavaScript
krisk/Fuse,"Lightweight fuzzy-search, in JavaScript",17092,810,2012-05-28T04:31:06Z,2024-01-30T01:49:28Z,JavaScript
oblador/react-native-vector-icons,Customizable Icons for React Native with support for image source and full styling.,17090,2162,2015-05-15T16:38:57Z,2024-01-30T02:15:48Z,JavaScript
payloadcms/payload,"The best way to build a modern backend + admin UI. No black magic, all TypeScript, and fully open-source, Payload is both an app framework and a headless CMS.",17077,970,2021-01-05T18:49:45Z,2024-01-30T05:15:04Z,TypeScript
material-components/material-components-web,Modular and customizable Material Design UI components for the web,17028,2236,2016-12-05T16:04:09Z,2024-01-30T01:56:27Z,TypeScript
emotion-js/emotion,👩‍🎤 CSS-in-JS library designed for high performance style composition,17024,1142,2017-05-27T04:23:45Z,2024-01-30T04:34:54Z,JavaScript
lit/lit,"Lit is a simple library for building fast, lightweight web components.",17002,877,2017-06-29T16:27:16Z,2024-01-29T21:27:36Z,TypeScript
less/less.js,Less. The dynamic stylesheet language.,16984,3519,2010-02-20T17:25:38Z,2024-01-30T03:57:59Z,JavaScript
RobinLinus/snapdrop,A Progressive Web App for local file sharing ,16874,1581,2015-12-18T15:44:18Z,2024-01-30T03:52:58Z,JavaScript
xiaolai/everyone-can-use-english,人人都能用英语,16836,2837,2019-03-15T16:33:53Z,2024-01-30T05:11:05Z,TypeScript
drizzle-team/drizzle-orm,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅",16826,364,2021-06-24T09:03:05Z,2024-01-30T03:20:49Z,TypeScript
liriliri/eruda,Console for mobile browsers,16761,1168,2016-03-06T13:45:55Z,2024-01-30T05:10:14Z,JavaScript
Bin-Huang/chatbox,"Chatbox is a desktop client for ChatGPT, Claude and other LLMs, available on Windows, Mac, Linux",16757,1764,2023-03-06T12:22:15Z,2024-01-30T05:44:08Z,TypeScript
CopyTranslator/CopyTranslator,Foreign language reading and translation assistant based on copy and translate.,16720,1933,2018-05-19T04:56:01Z,2024-01-30T05:35:24Z,TypeScript
shadcn-ui/taxonomy,"An open source application built using the new router, server components and everything new in Next.js 13.",16687,2207,2022-10-18T18:15:20Z,2024-01-30T05:48:40Z,TypeScript
markdown-it/markdown-it,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",16682,1707,2014-12-19T22:54:53Z,2024-01-30T05:37:31Z,JavaScript
wangeditor-team/wangEditor,wangEditor —— 开源 Web 富文本编辑器,16681,3267,2014-11-06T09:26:47Z,2024-01-30T02:04:05Z,TypeScript
nhn/tui.editor,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.,16617,1726,2015-07-27T06:57:23Z,2024-01-29T13:48:54Z,TypeScript
facebook/lexical,"Lexical is an extensible text editor framework that provides excellent reliability, accessibility and performance.",16609,1365,2020-12-03T22:53:26Z,2024-01-30T05:45:35Z,JavaScript
angular/material,Material design for AngularJS,16606,3495,2014-07-01T19:20:06Z,2024-01-29T11:15:31Z,JavaScript
sweetalert2/sweetalert2,"✨ A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero dependencies. 🇺🇦",16575,1600,2015-01-03T16:15:52Z,2024-01-29T22:13:53Z,JavaScript
redis/node-redis,Redis Node.js client,16565,1851,2010-09-14T02:05:09Z,2024-01-29T17:13:54Z,TypeScript
twitter/typeahead.js,typeahead.js is a fast and fully-featured autocomplete library,16544,3281,2013-02-19T19:45:01Z,2024-01-28T22:56:20Z,JavaScript
hubotio/hubot,A customizable life embetterment robot.,16496,3942,2011-08-27T08:30:59Z,2024-01-30T04:23:28Z,JavaScript
ladjs/superagent,"Ajax for Node.js and browsers (JS HTTP client). Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",16495,1358,2011-04-13T02:29:45Z,2024-01-30T05:50:45Z,JavaScript
pmndrs/jotai,👻 Primitive and flexible state management for React,16436,527,2020-08-11T23:15:36Z,2024-01-30T03:33:49Z,TypeScript
mdx-js/mdx,Markdown for the component era,16419,1188,2017-12-24T00:01:48Z,2024-01-30T03:13:24Z,JavaScript
browsh-org/browsh,"A fully-modern text-based browser, rendering to TTY and browsers",16405,462,2016-05-08T19:34:15Z,2024-01-30T01:25:20Z,JavaScript
wagerfield/parallax,Parallax Engine that reacts to the orientation of a smart device,16366,2154,2013-08-01T15:28:05Z,2024-01-29T13:59:52Z,JavaScript
ustbhuangyi/better-scroll,":scroll: inspired by iscroll, and it supports more features and has a better scroll perfermance",16325,2633,2015-12-18T03:22:16Z,2024-01-30T04:00:37Z,TypeScript
plotly/plotly.js,Open-source JavaScript charting library behind Plotly and Dash,16300,1905,2015-11-05T23:27:17Z,2024-01-30T03:34:06Z,JavaScript
infinitered/ignite,"Infinite Red's battle-tested React Native project boilerplate, along with a CLI, component/model generators, and more!",16255,1355,2016-02-10T16:06:07Z,2024-01-30T02:45:06Z,TypeScript
brave/brave-browser,"Next generation Brave browser for Android, Linux, macOS, Windows.",16240,2170,2017-11-09T23:44:38Z,2024-01-30T02:46:37Z,JavaScript
xtermjs/xterm.js,A terminal for the web,16219,1575,2014-03-24T16:04:04Z,2024-01-30T05:44:44Z,TypeScript
dvajs/dva,"🌱 React and redux based, lightweight and elm-style framework. (Inspired by elm and choo)",16213,3219,2016-06-24T09:06:16Z,2024-01-29T18:33:29Z,JavaScript
sismo-core/sismo-badges,Contracts of the Sismo Badge Minting Protocol ,16195,752,2022-06-16T15:46:44Z,2024-01-29T20:10:23Z,TypeScript
nodemailer/nodemailer,✉️ Send e-mails with Node.JS – easy as cake!,16183,1376,2011-01-19T21:17:36Z,2024-01-30T00:49:23Z,JavaScript
pouchdb/pouchdb,:koala: - PouchDB is a pocket-sized database.,16181,1486,2010-06-10T18:34:24Z,2024-01-30T00:00:46Z,JavaScript
mjmlio/mjml,MJML: the only framework that makes responsive-email easy,16126,954,2016-01-28T14:04:05Z,2024-01-30T00:39:54Z,JavaScript
SigNoz/signoz,"SigNoz is an open-source observability platform native to OpenTelemetry with logs, traces and metrics in a single application. An open-source alternative to DataDog, NewRelic, etc. 🔥 🖥.   👉  Open source Application Performance Monitoring (APM) & Observability tool",16093,976,2021-01-03T12:44:36Z,2024-01-30T05:35:40Z,TypeScript
commitizen/cz-cli,The commitizen command line utility. #BlackLivesMatter,16090,596,2015-04-20T01:11:39Z,2024-01-30T01:49:29Z,JavaScript
aframevr/aframe,:a: Web framework for building virtual reality experiences.,15988,3897,2015-09-15T02:04:40Z,2024-01-29T17:47:07Z,JavaScript
spicetify/spicetify-cli,"Command-line tool to customize Spotify client. Supports Windows, MacOS, and Linux.",15988,690,2018-12-01T19:55:18Z,2024-01-30T03:04:04Z,JavaScript
infernojs/inferno,":fire: An extremely fast, React-like JavaScript library for building modern user interfaces",15976,680,2015-02-01T22:07:38Z,2024-01-29T21:42:52Z,JavaScript
yabwe/medium-editor,Medium.com WYSIWYG editor clone. Uses contenteditable API to implement a rich text solution.,15967,1904,2013-05-29T17:40:11Z,2024-01-29T11:15:16Z,JavaScript
flatpickr/flatpickr,"lightweight, powerful javascript datetimepicker with no dependencies",15882,1486,2015-08-10T23:52:45Z,2024-01-30T02:09:52Z,TypeScript
justadudewhohacks/face-api.js,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js,15859,3651,2018-05-19T06:14:53Z,2024-01-29T17:17:26Z,TypeScript
iissnan/hexo-theme-next,Elegant theme for Hexo. ,15857,3693,2014-12-01T14:07:07Z,2024-01-27T03:17:34Z,JavaScript
MobSF/Mobile-Security-Framework-MobSF,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis.",15758,3092,2015-01-31T04:36:01Z,2024-01-30T03:32:08Z,JavaScript
11ty/eleventy,A simpler site generator. Transforms a directory of templates (of varying types) into HTML.,15738,478,2017-11-27T05:19:00Z,2024-01-30T04:46:56Z,JavaScript
jasmine/jasmine,Simple JavaScript testing framework for browsers and node.js,15676,2323,2008-12-02T23:46:37Z,2024-01-30T00:06:34Z,JavaScript
liabru/matter-js,a 2D rigid body physics engine for the web ▲● ■,15670,1977,2014-02-19T14:16:17Z,2024-01-30T01:55:19Z,JavaScript
baidu/amis,前端低代码框架，通过 JSON 配置就能生成各种页面。,15651,2288,2019-04-28T07:42:14Z,2024-01-30T05:51:09Z,TypeScript
